,regularMarketPrice,logo_url,52WeekChange,SandP52WeekChange,address1,algorithm,annualHoldingsTurnover,annualReportExpenseRatio,ask,askSize,averageDailyVolume10Day,averageVolume,averageVolume10days,beta,beta3Year,bid,bidSize,bookValue,category,circulatingSupply,city,companyOfficers,country,currency,currentPrice,currentRatio,dateShortInterest,dayHigh,dayLow,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,exDividendDate,exchange,exchangeTimezoneName,exchangeTimezoneShortName,expireDate,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,financialCurrency,fiveYearAverageReturn,fiveYearAvgDividendYield,floatShares,forwardEps,forwardPE,freeCashflow,fromCurrency,fullTimeEmployees,fundFamily,fundInceptionDate,gmtOffSetMilliseconds,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,industry,isEsgPopulated,lastCapGain,lastDividendDate,lastDividendValue,lastFiscalYearEnd,lastMarket,lastSplitDate,lastSplitFactor,legalType,longBusinessSummary,longName,market,marketCap,maxAge,maxSupply,messageBoardId,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,navPrice,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,open,openInterest,operatingCashflow,operatingMargins,payoutRatio,pegRatio,phone,previousClose,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,quoteType,recommendationKey,recommendationMean,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketVolume,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortName,shortPercentOfFloat,shortRatio,startDate,state,strikePrice,symbol,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,toCurrency,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,tradeable,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEps,twoHundredDayAverage,volume,volume24Hr,volumeAllCurrencies,website,yield,ytdReturn,zip,trailingPE,fax,address2
52,0.605,https://logo.clearbit.com/adamispharmaceuticals.com,0.07407403,0.29132175,11682 El Camino Real,,,,0.6162,800.0,1415080.0,6066404.0,1415080.0,1.312727,,0.6046,800.0,0.232,,,San Diego,[],United States,USD,0.605,4.556,1639526400.0,0.6517,0.5701,2.25,,,,,-37854116.0,-2.12679,-1.55,3.296,58665816,,NCM,America/New_York,EST,,0.85,2.34,0.49,USD,,,147674208.0,-0.16,-3.7812502,-28986774,,116.0,,,-18000000,0.15084,1633575.0,0.009649999,0.10163,,Drug Manufacturers—Specialty & Generic,False,,,,1609372800,,1386892800,1:17,,"Adamis Pharmaceuticals Corporation, a specialty biopharmaceutical company, develops and commercializes products in the therapeutic areas of allergy and respiratory disease in the United States. The company's product candidates comprise Symjepi Injection pre-filled syringe (PFS) for use in the emergency treatment of acute allergic reactions, including anaphylaxis; dry powder inhaler products consisting of fluticasone for the treatment of asthma; beclomethasone, a metered dose inhaler product for the asthma; and naloxone injection product candidates for the treatment of opioid overdose. It also offers APC400, a tempol gel use of reducing radiation dermatitis in patients undergoing treatment for cancer; and APC410 for the treatment of respiratory diseases, including asthma, respiratory syncytial virus, influenza, and COVID-19. In addition, the company provides corticosteroids, hormone replacement therapies, hospital outsourcing products, injectables, urological preparations, topical compounds for pain, and men's and women's health products; and veterinary pharmaceutical products for animals. Adamis Pharmaceuticals Corporation was founded in 2006 and is headquartered in San Diego, California.",Adamis Pharmaceuticals Corporation,us_market,90076032,1.0,,finmb_41081420,,,1632960000,,-52203796,1672444800,,0.577,,-36552584,-2.28832,0,,858 997 2400,0.5818,4.0,2.6077588,5.0608163,0,3.896,EQUITY,hold,3,0.6517,0.5701,0.577,0.5818,2847627.0,-0.57211,-1.68765,-0.125,0.137,,Healthcare,148886000.0,0.059899997,8915155.0,1636934400.0,11936800.0,Adamis Pharmaceuticals Corporat,0.0602,3.4,,CA,,ADMP,,,,,,,,28731894.0,0.193,775753.0,17798716.0,False,,,-0.421,0.93885,2847627.0,,,https://www.adamispharmaceuticals.com,,,92130,,,Suite 300
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,246.58,https://logo.clearbit.com/adp.com,0.45336175,0.29132175,One ADP Boulevard,,,,246.62,1100.0,1280080.0,1395793.0,1280080.0,0.757402,,246.71,800.0,12.679,,,Roseland,[],United States,USD,246.58,1.048,1639526400.0,247.75,244.59,65.01,4.16,0.016900001,0.179,0.163,4003500032.0,0.26052,26.308,6.854,105322962944,1639008000,NMS,America/New_York,EST,,231.1656,248.96,159.31,USD,,2.01,420692972.0,7.47,33.009373,3333612544,,56000.0,,,-18000000,0.45167,6768100000.0,0.00099,0.80867994,,Staffing & Employment Services,False,,1639008000,1.04,1625011200,,1412121600,1139:1000,,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates in two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.","Automatic Data Processing, Inc.",us_market,103904870400,1.0,,finmb_126269,,,1632960000,,2696900096,1688083200,17,245.45,,2733299968,0.22742,0.5886,2.61,973 974 5000,245.56,2.0,19.447906,6.7615585,0.17549999,0.089,EQUITY,hold,3,247.75,244.59,245.45,245.56,820313.0,0.04267,0.48333,0.104,36.2,,Industrials,421384000.0,0.0114,4790207.0,1636934400.0,4226756.0,"Automatic Data Processing, Inc.",0.0114,2.9,,NJ,,ADP,260,171,230.61,238,,,,1630599936.0,3.87,3478500096.0,15367000064.0,False,3.72,0.015149048,6.32,207.70555,820313.0,,,https://www.adp.com,,,07068,39.015823,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,281.19,https://logo.clearbit.com/autodesk.com,-0.050970197,0.29132175,111 McInnis Parkway,,,,282.06,900.0,1218160.0,1475815.0,1218160.0,1.400519,,277.0,900.0,5.812,,,San Rafael,[],United States,USD,281.19,0.809,1639526400.0,283.925,280.34,238.261,,,0.034,0.034,784700032.0,0.18621,80.574,15.004,63226109952,1111449600,NMS,America/New_York,EST,,293.9072,344.39,245.05,USD,,,219652256.0,6.83,41.169838,1292612480,,11500.0,,,-18000000,0.91737,3484900000.0,0.00187,0.92959,,Software—Application,False,,1111449600,0.015,1612051200,,1103587200,2:1,,"Autodesk, Inc. provides 3D design, engineering, and entertainment software and services worldwide. The company offers AutoCAD Civil 3D, a surveying, design, analysis, and documentation solution for civil engineering, including land development, transportation, and environmental projects; BIM 360, a construction management cloud-based software; AutoCAD, a software for professional design, drafting, detailing, and visualization; AutoCAD LT, a drafting and detailing software; computer-aided manufacturing (CAM) software for computer numeric control machining, inspection, and modelling for manufacturing; Fusion 360, a 3D CAD, CAM, and computer-aided engineering tool; and Industry Collections tools for professionals in architecture, engineering and construction, product design and manufacturing, and media and entertainment collection industries. It also provides Inventor tools for 3D mechanical design, simulation, analysis, tooling, visualization, and documentation; Vault, a data management software to manage data in one central location, accelerate design processes, and streamline internal/external collaboration; Maya and 3ds Max software products that offer 3D modeling, animation, effects, rendering, and compositing solutions; and Shotgun, a cloud-based software for review and production tracking in the media and entertainment industry. In addition, the company offers PlanGrid, a cloud-based field collaboration software, which provides general contractors, subcontractors, owners, and architects access to construction information in real-time; Revit software for building information modeling; and BuildingConnected, a bid-management solution. Autodesk, Inc. sells its products and services to customers directly, as well as through a network of resellers and distributors. The company was founded in 1982 and is headquartered in San Rafael, California.","Autodesk, Inc.",us_market,61854208000,1.0,,finmb_119902,,,1635638400,,1319200000,1675123200,21,281.71,,1466099968,0.16372,0,1.95,415 507 5000,281.71,2.0,48.38094,14.678265,0.31305,0.723,EQUITY,buy,2.1,283.925,280.34,281.71,281.71,605043.0,0.05957,1.9555299,0.182,19.181,,Technology,219972992.0,0.0128,2811456.0,1636934400.0,2405491.0,"Autodesk, Inc.",0.0128,1.23,,CA,,ADSK,440,250,329.81,340,,,,1792099968.0,8.147,3049499904.0,4214000128.0,False,,,5.928,293.02744,605043.0,,,https://www.autodesk.com,,,94903,47.43421,415 507 5100,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.1556,https://logo.clearbit.com/advaxis.com,-0.64028776,0.29132175,9 Deer Park Drive,,,,0.0,900.0,5456030.0,4953109.0,5456030.0,2.215064,,0.0,800.0,0.304,,,Monmouth Junction,[],United States,USD,0.1556,7.034,1638230400.0,0.16,0.143,,,,,,-17974000.0,0.0,1.303,-7.226,-23411232,,NCM,America/New_York,EST,,0.38566,1.57,0.121,USD,,,145561271.0,-0.15,-1.0373333,-4016375,,17.0,,,-18000000,1.0,253000.0,0.00065,0.11512,,Biotechnology,False,,,,1604102400,,1553817600,1:15,,"Advaxis, Inc., a clinical-stage biotechnology company, focuses on the discovery, development, and commercialization of proprietary Listeria monocytogenes (Lm) technology antigen delivery products in the United States. The company is developing ADXS-PSA, which is in Phase 2 clinical trials for the treatment of metastatic prostate cancer; ADXS-503 that is in Phase 1/2 clinical trials for the treatment of non-small cell lung cancer; and ADXS-504 for the treatment of prostate cancer. It is also conducting clinical studies of Lm Technology immunotherapies in the following areas of disease focused hotspot/off-the-shelf neoantigen-directed therapies; human papilloma virus-associated cancers; and prostate cancer. The company has collaborations and partnerships with Merck & Co., Inc.; OS Therapies, LLC; Aratana Therapeutics Inc.; Biocon Limited; Global BioPharma Inc.; Knight Therapeutics Inc; and others. Advaxis, Inc. was founded in 2002 and is based in Monmouth Junction, New Jersey.","Advaxis, Inc.",us_market,22661272,1.0,,finmb_7924894,,,1627689600,,-18878000,1667174400,,0.1525,,-14921000,-5.81204,0,,609 452 9813,0.15,4.0,0.51184213,6.99422,0,6.71,EQUITY,buy,2,0.16,0.143,0.1525,0.15,1444533.0,-0.25855,-0.49847,,0.029,,Healthcare,145638000.0,0.0215,3133134.0,1635465600.0,4496565.0,"Advaxis, Inc.",0.0215,0.64,,NJ,,ADXS,,,,,,,,45257000.0,0.311,0.0,3240000.0,False,,,-0.171,0.476975,1444533.0,,,https://www.advaxis.com,,,08852,,609 452 9818,Suite K-1
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,24.18,https://logo.clearbit.com/aehr.com,8.661157,0.29132175,400 Kato Terrace,,,,24.36,800.0,1702010.0,2422015.0,1702010.0,1.396363,,24.12,1200.0,0.581,,,Fremont,[],United States,USD,24.18,2.477,1639526400.0,24.65,23.41,10.982,,,5.358,5.505,-2687000.0,-0.1328,-229.229,30.441,615937152,,NCM,America/New_York,EST,,19.876,27.09,1.94,USD,,,24167726.0,0.69,35.04348,-165750,,79.0,,,-18000000,0.39962003,6032000.0,0.09125,0.29536,,Semiconductor Equipment & Materials,False,,,,1622419200,,,,,"Aehr Test Systems primarily designs, engineers, manufactures, and sells test and burn-in equipment for use in the semiconductor industry in North America, Asia, and Europe. It provides full wafer contact test systems, test during burn-in systems, test fixtures, and related accessories. The company offers Advanced Burn-in and Test System family of packaged part burn-in and test systems, which perform test during burn-in of complex devices, such as digital signal processors, microprocessors, microcontrollers, memory and systems-on-a-chip, as well as individual temperature control for high-power advanced logic devices. It also provides FOX systems that are parallel test and burn-in systems designed to contact devices on wafers or panels of devices simultaneously; WaferPak contactor that includes a full-wafer probe card for use in testing wafers in FOX systems; DiePak carrier, a reusable and temporary package that enables integrated circuit (IC) manufacturers to perform test and burn-in of singulated bare die or very small multi-IC modules; and test fixtures that hold the devices undergoing test or burn-in and electrically connect the devices under test to the system electronics. In addition, the company offers WaferPak Aligner, which performs automatic alignment of the customer's wafer to the WaferPak contactor; and DiePak Loader that performs automatic loading of the customer's modules to the DiePak carrier. Further, Aehr Test Systems provides customer service and support programs, including system installation, system repair, applications engineering support, spare parts inventory, customer training, and documentation services. The company markets and sells its products to semiconductor manufacturers, semiconductor contract assemblers, electronics manufacturers, and burn-in and test service companies through a network of distributors and sales representatives. Aehr Test Systems was incorporated in 1977 and is headquartered in Fremont, California.",Aehr Test Systems,us_market,642150656,1.0,,finmb_24413,,,1630368000,,-1438000,1685491200,1,23.51,,-1470000,-0.14767,0,2.64,510 623 9400,23.38,2.0,41.617905,31.73622,-0.07107,1.232,EQUITY,none,,24.65,23.41,23.51,23.38,921880.0,-0.08748999,-0.10831001,1.806,0.856,,Technology,26557100.0,0.0499,1324787.0,1636934400.0,1237124.0,Aehr Test Systems,0.0563,0.99,,CA,,AEHR,31,31,31,31,,,,6530000.0,0.246,1563000.0,20234000.0,False,,,-0.062,9.3059,921880.0,,,https://www.aehr.com,,,94539,,510 623 9450,
69,90.41,https://logo.clearbit.com/advancedenergy.com,-0.0679152,0.28379917,1595 Wynkoop Street,,,,0.0,800.0,299200.0,216398.0,299200.0,1.694545,,0.0,1000.0,22.258,,,Denver,[],United States,USD,90.41,3.006,1639526400.0,90.95,89.48,60.593,0.4,0.0044,-0.535,-0.54,233874000.0,0.16354999,14.391,2.354,3365697792,1637280000,NMS,America/New_York,EST,,89.248,125.55,81.71,USD,,,37186334.0,5.15,17.55534,126516624,,10000.0,,,-18000000,0.38282,551599000.0,0.01274,1.01433,,Electrical Equipment & Parts,False,,1637280000,0.1,1609372800,,,,,"Advanced Energy Industries, Inc. designs, manufactures, sells, and supports precision power conversion, measurement, and control solutions worldwide. It offers process power solutions, including direct current (DC), pulsed DC, low frequency alternating current, high voltage, and radio frequency (RF) power supplies, as well as RF matching networks and remote plasma sources for reactive gas applications and RF instrumentation. The company also provides power control modules and thermal instrumentation products for rapid thermal processing, chemical vapor deposition, crystal growing, and other semiconductor and adjacent thin film applications, as well as in chemical processing, metal and glass manufacturing, and other general industrial power applications; high voltage DC-DC products for semiconductor wafer processing and metrology, electrostatic clamping of substrates, scientific instrumentation, mass spectrometry, and analytical X-ray systems for industrial and analytical applications; and low voltage DC-DC board mounted solutions for use in healthcare, telecommunications, test and measurement, instrumentation, and industrial equipment applications, as well as distributed power in server and storage systems. In addition, it offers gas detection and monitoring products for the automotive, energy, environmental control, aerospace, medical, and research industries; and embedded power products for medical equipment or IEC 60950-1 for information technology equipment. Further, it offers conversions, upgrades, and refurbishments and used equipment to companies, as well as repair services. The company provides its products through a direct sales force, independent sales representatives, channel partners, and distributors. Advanced Energy Industries, Inc. was incorporated in 1981 and is headquartered in Denver, Colorado.","Advanced Energy Industries, Inc.",us_market,3405708800,1.0,,finmb_343596,,,1632960000,,136751008,1672444800,9,90.74,,172750000,0.12749,0.0845,2.04,970 407 4670,90.58,2.0,4.0619106,2.3816264,0.09575,2.039,EQUITY,buy,2.5,90.95,89.48,90.74,90.58,121070.0,0.06559,0.16993,-0.111,37.342,,Industrials,37669600.0,0.0221,833139.0,1636934400.0,743006.0,"Advanced Energy Industries, Inc",0.030299999,3.7,,CO,,AEIS,120,87,106.56,112,,,,550755968.0,14.621,510071008.0,1429992960.0,False,0.3,0.0033119894,3.554,96.83395,121070.0,,,https://www.advancedenergy.com,,,80202,25.438944,970 407 6296,Suite 800
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,7.15,https://logo.clearbit.com/aeriepharma.com,-0.46431202,0.2825023,4301 Emperor Boulevard,,,,7.54,1100.0,1469010.0,1060333.0,1469010.0,0.852987,,7.0,1000.0,-1.545,,,Durham,[],United States,USD,7.15,2.336,1639526400.0,7.36,7.04,,,,,,-96999000.0,-0.93133,-4.466,4.159,433196448,,NGM,America/New_York,EST,,10.2372,21.3,7.04,USD,,,42984999.0,-1.89,-3.783069,-35424876,,365.0,,,-18000000,0.73778,55501000.0,0.03023,1.0689601,,Drug Manufacturers—Specialty & Generic,False,,,,1609372800,,,,,"Aerie Pharmaceuticals, Inc., an ophthalmic pharmaceutical company, focuses on the discovery, development, and commercialization of first-in-class therapies for the treatment of glaucoma, ocular surface, and retinal diseases in the United States. Its products include Rhopressa, a once-daily eye drop to reduce elevated intraocular pressure (IOP) in patients with glaucoma or ocular hypertension; and Rocklatan, a once-daily fixed-dose combination of Rhopressa and latanopros to reduce IOP to treat patients with open-angle glaucoma. The company is also developing AR-15512 to treat signs and symptoms of dry eye; and AR-1105, AR-13503 SR, and AR-14034 SR sustained-release implants focused on retinal diseases. It has a collaborative research, development, and licensing agreement with DSM. Aerie Pharmaceuticals, Inc. was founded in 2005 and is headquartered in Durham, North Carolina.","Aerie Pharmaceuticals, Inc.",us_market,338606144,1.0,,finmb_24309870,,,1632960000,,-166480000,1672444800,8,7.19,,-46682000,-1.28359,0,0.05,919 237 5300,7.28,2.0,,3.251108,-1.5984501,1.965,EQUITY,buy,2,7.36,7.04,7.19,7.28,982001.0,-0.23257999,,0.46,2.256,,Healthcare,47357500.0,0.0946,4479373.0,1636934400.0,4273780.0,"Aerie Pharmaceuticals, Inc.",0.0968,3.12,,NC,,AERI,30,9,23.13,24,,,,167607008.0,3.539,254620000.0,104151000.0,False,,,-3.607,14.450525,982001.0,,,https://www.aeriepharma.com,,,27703,,,Suite 400
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1.69,https://logo.clearbit.com/addvantagetechnologies.com,-0.39649123,0.29132175,1430 Bradley Lane,,,,1.7,1800.0,1626370.0,285731.0,1626370.0,,,1.68,4000.0,0.827,,,Carrollton,[],United States,USD,1.69,1.487,1639526400.0,1.72,1.61,70.969,,,,,-8092000.0,-0.13018,-3.273,0.426,26481594,,NGM,America/New_York,EST,,1.9818,3.59,1.61,USD,,,6770306.0,,,-4172750,,,,,-18000000,0.25944,16127000.0,0.37787998,0.03686,,Electronics & Computer Distribution,False,,,,1632960000,,907891200,1:4,,"ADDvantage Technologies Group, Inc., through its subsidiaries, distributes and services electronics and hardware for the telecommunications industry in the United States and internationally. It operates through two segments, Wireless Infrastructure Services and Telecommunications. The Wireless Infrastructure Services segment provides turn-key wireless infrastructure services for U.S. wireless carriers, communication tower companies, national integrators, and original equipment manufacturers. This segment also offers installation and upgradation of technology on cell sites; and the construction of new small cells for 5G. The Telecommunications segment provides central office equipment that include optical transport, switching, and data center equipment for communication networks; customer premise equipment, such as integrated access devices, channel banks, Internet protocol private branch exchange phones, and routers; and decommissioning services for surplus and obsolete telecom equipment. The company was formerly known as ADDvantage Media Group, Inc. and changed its name to ADDvantage Technologies Group, Inc. in December 1999. ADDvantage Technologies Group, Inc. was incorporated in 1989 and is headquartered in Carrollton, Texas.","ADDvantage Technologies Group, Inc.",us_market,21530094,1.0,,finmb_410202,,,1632960000,,-6502000,1696032000,,1.7,,-7510000,-0.14994,0,,918 251 9121,1.72,4.0,2.043531,0.34636572,-0.1046,0.909,EQUITY,none,,1.72,1.61,1.7,1.72,299620.0,-0.19418,-0.51278,0.612,5.012,,Technology,12739700.0,0.0094,119147.0,1636934400.0,116271.0,"ADDvantage Technologies Group, ",0.0149,3.53,,TX,,AEY,,,,,,,,2608000.0,0.207,7400000.0,62160000.0,False,,,-0.524,2.3026,299620.0,,,https://www.addvantagetechnologies.com,,,75007,,,Suite 196
74,0.3553,https://logo.clearbit.com/zentaris.com,-0.2745098,0.29132175,315 Sigma Drive,,,,0.355,2200.0,1270850.0,1998398.0,1270850.0,2.070603,,0.3502,1000.0,0.494,,,Summerville,[],United States,USD,0.3553,15.156,1639526400.0,0.38,0.35,0.334,,,,,-6551000.0,-1.57741,3.538,-5.581,-23176460,,NCM,America/New_York,EST,,0.5016,3.62,0.35,USD,,,121248903.0,-0.11,-3.23,-3244625,,12.0,,,-18000000,0.64315003,1335000.0,0.00071999995,0.03995,,Biotechnology,False,,,,1609372800,,1447977600,1:100,,"Aeterna Zentaris Inc., a specialty biopharmaceutical company, engages in developing and commercializing therapeutics and diagnostic tests. Its lead product is macimorelin, a peptidomimetic ghrelin receptor (GHSR-1a) agonist that stimulates the secretion of growth hormone by binding to the GHSR-1a for the diagnosis of adult growth hormone deficiency and childhood-onset growth hormone deficiency, as well as oncology indications. The company markets macimorelin under the Macrilen name. Aeterna Zentaris Inc. has a license agreement with Julius-Maximilians-University Wuerzburg for the development of an oral prophylactic bacterial vaccine against COVID-19 disease; development, manufacture, and commercialization of targeted immunosuppressive therapeutic proteins for the treatment of neuromyelitis optica spectrum disorder. It also has a license agreement with Consilient Health Ltd. and Novo Nordisk Biopharm Limited for the development and commercialization of macimorelin in the United States and Canada, as well as The University of Sheffield, United Kingdom for the research, development, manufacture, and commercialization of parathyroid hormone fusion polypeptides for the treatment of primary hypoparathyroidism. Aeterna Zentaris Inc. was incorporated in 1990 and is headquartered in Summerville, South Carolina.",Aeterna Zentaris Inc.,us_market,43595668,1.0,,finmb_416430,,,1632960000,,-6493000,1672444800,1,0.3785,,-3650000,-1.56441,0,,843 900 3223,0.3676,4.0,0.71923083,10.497392,-1.56345,14.426,EQUITY,none,,0.38,0.35,0.3785,0.3676,2854175.0,-0.071040004,-0.17297001,3.703,0.041,,Healthcare,121397000.0,0.0298,3614132.0,1636934400.0,3588133.0,Aeterna Zentaris Inc.,0.0298,3.18,,SC,,AEZS,2,2,2,2,,,,68002000.0,0.56,200000.0,4153000.0,False,,,-0.068,0.7536,2854175.0,,,https://www.zentaris.com,,,29486,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
